"Prev.Length","Prev.Size","Tile.Size","Top.Row","Browse.Time"
60,0.4,0.2,"TC",17.5526571704665
70,0.4288572,0.2,"TC",22.707565894985
80,0.4577144,0.2,"TC",14.9225870854545
90,0.4865717,0.2,"TC",21.0295148193297
100,0.5154289,0.2,"TC",17.493190960732
110,0.5442861,0.2,"TC",12.5665574054808
120,0.5731433,0.2,"TC",17.6709831747565
60,0.4,0.2,"TC",19.9002084631493
70,0.4288572,0.2,"TC",18.4126706004156
80,0.4577144,0.2,"TC",17.9524948294839
90,0.4865717,0.2,"TC",16.0462718979987
100,0.5154289,0.2,"TC",14.9979353066814
110,0.5442861,0.2,"TC",21.676261503953
120,0.5731433,0.2,"TC",21.8424770703115
60,0.4,0.2,"TC",18.0011204967742
70,0.4288572,0.2,"TC",16.2305029421421
80,0.4577144,0.2,"TC",19.8174958734487
90,0.4865717,0.2,"TC",14.7862156762676
100,0.5154289,0.2,"TC",17.3984753614254
110,0.5442861,0.2,"TC",18.1924592961644
120,0.5731433,0.2,"TC",16.7627872063032
60,0.4,0.2,"TC",16.9571232585327
70,0.4288572,0.2,"TC",19.4031601623023
80,0.4577144,0.2,"TC",13.3366293774005
90,0.4865717,0.2,"TC",16.6423961809264
100,0.5154289,0.2,"TC",18.1973916634212
110,0.5442861,0.2,"TC",20.9942094073406
120,0.5731433,0.2,"TC",20.8869814582922
60,0.4,0.2,"TC",15.0831787780533
70,0.4288572,0.2,"TC",19.1236004188153
80,0.4577144,0.2,"TC",15.0976711711251
90,0.4865717,0.2,"TC",17.5431843709504
100,0.5154289,0.2,"TC",16.1833195143183
110,0.5442861,0.2,"TC",16.3639109291618
120,0.5731433,0.2,"TC",15.6496956161278
60,0.4,0.2,"TC",22.1972469524885
70,0.4288572,0.2,"TC",17.697861719741
80,0.4577144,0.2,"TC",13.2273974329759
90,0.4865717,0.2,"TC",14.8108206888917
100,0.5154289,0.2,"TC",14.7218460949475
110,0.5442861,0.2,"TC",18.3506639776586
120,0.5731433,0.2,"TC",18.144632215192
60,0.4,0.2,"TC",14.8851962507263
70,0.4288572,0.2,"TC",15.0147006222874
80,0.4577144,0.2,"TC",19.3392457530711
90,0.4865717,0.2,"TC",14.1463724313787
100,0.5154289,0.2,"TC",20.5949327931288
110,0.5442861,0.2,"TC",16.6194644357121
120,0.5731433,0.2,"TC",14.5828007650977
60,0.4,0.2,"TC",17.2553688408801
70,0.4288572,0.2,"TC",22.7680461039827
80,0.4577144,0.2,"TC",17.1374318883627
90,0.4865717,0.2,"TC",20.9164148753784
100,0.5154289,0.2,"TC",21.9212234508501
110,0.5442861,0.2,"TC",15.2165707626643
120,0.5731433,0.2,"TC",15.8568611573549
60,0.4,0.2,"TC",16.1096389008995
70,0.4288572,0.2,"TC",17.2603221969593
80,0.4577144,0.2,"TC",23.1805222783662
90,0.4865717,0.2,"TC",20.480948893886
100,0.5154289,0.2,"TC",17.0779572822064
110,0.5442861,0.2,"TC",20.5357005533133
120,0.5731433,0.2,"TC",19.76265798565
60,0.4,0.2,"TC",17.0221303924589
70,0.4288572,0.2,"TC",16.5539016407904
80,0.4577144,0.2,"TC",16.6855570246543
90,0.4865717,0.2,"TC",10.5766743312583
100,0.5154289,0.2,"TC",15.6410026521754
110,0.5442861,0.2,"TC",13.2734379006168
120,0.5731433,0.2,"TC",20.8647088684827
60,0.4,0.2,"TC",15.9286609500205
70,0.4288572,0.2,"TC",18.3534468896019
